ID,Related_protein,Related_protein_id,GeneName_Standarized,Related_protein_gene_name,UniprotAC,MIC_id,SpeciesName,Strain,StrainID,Drugid,Drug_Name,Type,Type_2,Microbiota_Site,Metabolites,Metabolites_CID,Metabolites_ID,KM,KM_combination,Metabolism_Type,Metabolism_Effect_on_Drug,Microbiota_Influence,Experiment_Materials,Experiment_Model_Species,Model_Condition_Disease,Experiment_Methods,Metabolism_Mechanism,Notes
MD01304,.,.,.,.,.,MC00041,Helicobacter pylori,.,.,DR0002,2-aminofluorene,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,Km values of 2-aminofluorene was 106,11 microM,.,involved in drug metabolism,Metabolic modification of 2-aminofluorene,.,.,.,.,"The Helicobacter pylori has been reported to metabolic modification of 2-aminofluorene, thereby affecting drug activity.",.
MD01342,Arylamine N-acetyltransferase,P0219,NAT,Arylamine N-acetyltransferase (NAT),A0A0H3HB23_KLEOK,MC00042,Klebsiella oxytoca,.,.,DR0002,2-aminofluorene,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,The Arylamine N-acetyltransferase (NAT) activity is 0.16 nmol*min(-1)*[mg of protein](-1),.,N-Acetylation,involved in drug metabolism,Metabolic modification of 2-aminofluorene,.,.,.,.,"The protein Arylamine N-acetyltransferase (NAT) of Klebsiella oxytoca has been reported to metabolic modification of 2-aminofluorene, thereby affecting drug activity.",.
MD01345,.,.,.,.,.,MC00042,Klebsiella oxytoca,.,.,DR0002,2-aminofluorene,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,Km values of 2-aminofluorene was 158,27 microM,.,involved in drug metabolism,Metabolic modification of 2-aminofluorene,.,.,.,.,"The Klebsiella oxytoca has been reported to metabolic modification of 2-aminofluorene, thereby affecting drug activity.",.
MD01352,Arylamine N-acetyltransferase,P0217,nhoA_1,Arylamine N-acetyltransferase (nhoA_1),A0A1C3Q7F5_KLEPN,MC00043,Klebsiella pneumoniae,Klebsiella pneumoniae subsp. ozaenae,574,DR0002,2-aminofluorene,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,The Arylamine N-acetyltransferase (nhoA_1) activity is 0.007 nmol*min(-1)*[mg of protein](-1),.,N-Acetylation,involved in drug metabolism,Metabolic modification of 2-aminofluorene,.,.,.,.,"The protein Arylamine N-acetyltransferase (nhoA_1) of Klebsiella pneumoniae subsp. ozaenae has been reported to metabolic modification of 2-aminofluorene, thereby affecting drug activity.",.
MD01377,Arylamine N-acetyltransferase,P0217,nhoA_1,Arylamine N-acetyltransferase (nhoA_1),A0A1C3Q7F5_KLEPN,MC00043,Klebsiella pneumoniae,Klebsiella pneumoniae subsp. Rhinoscleromatis,39831,DR0002,2-aminofluorene,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,The Arylamine N-acetyltransferase (nhoA_1) activity is 0.15 nmol*min(-1)*[mg of protein](-1),.,N-Acetylation,involved in drug metabolism,Metabolic modification of 2-aminofluorene,.,.,.,.,"The protein Arylamine N-acetyltransferase (nhoA_1) of Klebsiella pneumoniae subsp. Rhinoscleromatis has been reported to metabolic modification of 2-aminofluorene, thereby affecting drug activity.",.
MD01379,.,.,.,.,.,MC00043,Klebsiella pneumoniae,Klebsiella pneumoniae subsp. Rhinoscleromatis,39831,DR0002,2-aminofluorene,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,Km values of 2-aminofluorene was 141,41 microM,.,involved in drug metabolism,Metabolic modification of 2-aminofluorene,.,.,.,.,"The Klebsiella pneumoniae subsp. Rhinoscleromatis has been reported to metabolic modification of 2-aminofluorene, thereby affecting drug activity.",.
MD01666,Arylamine N-acetyltransferase,P0141,NAT,Arylamine N-acetyltransferase (NAT),A0A0A2RAD0_MORMO,MC00044,Morganella morganii,.,.,DR0002,2-aminofluorene,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,The Arylamine N-acetyltransferase (NAT) activity is 0.002 nmol*min(-1)*[mg of protein](-1),.,N-Acetylation,involved in drug metabolism,Metabolic modification of 2-aminofluorene,.,.,.,.,"The protein Arylamine N-acetyltransferase (NAT) of Morganella morganii has been reported to metabolic modification of 2-aminofluorene, thereby affecting drug activity.",.
MD01668,.,.,.,.,.,MC00044,Morganella morganii,.,.,DR0002,2-aminofluorene,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,Km values of 2-aminofluorene was 117,18 microM,.,involved in drug metabolism,Metabolic modification of 2-aminofluorene,.,.,.,.,"The Morganella morganii has been reported to metabolic modification of 2-aminofluorene, thereby affecting drug activity.",.
MD01825,Arylamine N-acetyltransferase,P0089,NAT,Arylamine N-acetyltransferase (NAT),A0A5E5R1G5_PSEAI,MC00045,Pseudomonas aeruginosa,.,.,DR0002,2-aminofluorene,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,The Arylamine N-acetyltransferase (NAT) activity is 1.06 nmol*min(-1)*[mg of protein](-1),.,N-Acetylation,involved in drug metabolism,Metabolic modification of 2-aminofluorene,.,.,.,.,"The protein Arylamine N-acetyltransferase (NAT) of Pseudomonas aeruginosa has been reported to metabolic modification of 2-aminofluorene, thereby affecting drug activity.",.
MD01829,.,.,.,.,.,MC00045,Pseudomonas aeruginosa,.,.,DR0002,2-aminofluorene,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,Km values of 2-aminofluorene was 44,5.1 microM,.,involved in drug metabolism,Metabolic modification of 2-aminofluorene,.,.,.,.,"The Pseudomonas aeruginosa has been reported to metabolic modification of 2-aminofluorene, thereby affecting drug activity.",.
MD01945,.,.,.,.,.,MC00035,Salmonella enterica,S. entericaserovar Typhimurium YG1024,90371,DR0002,2-aminofluorene,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,Km values of 2-aminofluorene was 365,46 microM,.,involved in drug metabolism,Metabolic modification of 2-aminofluorene,.,.,.,.,"The S. entericaserovar Typhimurium YG1024 has been reported to metabolic modification of 2-aminofluorene, thereby affecting drug activity.",.
MD01990,Arylamine N-acetyltransferase,P0052,nhoA,Arylamine N-acetyltransferase (nhoA),NHOA_SALTY,MC00035,Salmonella enterica,Salmonella enterica subsp. enterica serovar Typhimurium,90371,DR0002,2-aminofluorene,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,The Arylamine N-acetyltransferase (nhoA) activity is 0.06 nmol*min(-1)*[mg of protein](-1),.,N-Acetylation,involved in drug metabolism,Metabolic modification of 2-aminofluorene,.,.,.,.,"The protein Arylamine N-acetyltransferase (nhoA) of Salmonella enterica subsp. enterica serovar Typhimurium has been reported to metabolic modification of 2-aminofluorene, thereby affecting drug activity.",.
MD01993,Arylamine N-acetyltransferase,P0052,nhoA,Arylamine N-acetyltransferase (nhoA),NHOA_SALTY,MC00035,Salmonella enterica,Salmonella enterica serovar Typhimurium TA1538,.,DR0002,2-aminofluorene,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,The Arylamine N-acetyltransferase (nhoA) activity is 0.04 nmol*min(-1)*[mg of protein](-1),.,N-Acetylation,involved in drug metabolism,Metabolic modification of 2-aminofluorene,.,.,.,.,"The protein Arylamine N-acetyltransferase (nhoA) of Salmonella enterica serovar Typhimurium TA1538 has been reported to metabolic modification of 2-aminofluorene, thereby affecting drug activity.",.
MD01994,Arylamine N-acetyltransferase,P0052,nhoA,Arylamine N-acetyltransferase (nhoA),NHOA_SALTY,MC00035,Salmonella enterica,Salmonella enterica serovar Typhimurium TA98,.,DR0002,2-aminofluorene,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,The Arylamine N-acetyltransferase (nhoA) activity is 0.06 nmol*min(-1)*[mg of protein](-1),.,N-Acetylation,involved in drug metabolism,Metabolic modification of 2-aminofluorene,.,.,.,.,"The protein Arylamine N-acetyltransferase (nhoA) of Salmonella enterica serovar Typhimurium TA98 has been reported to metabolic modification of 2-aminofluorene, thereby affecting drug activity.",.
MD01995,Arylamine N-acetyltransferase,P0052,nhoA,Arylamine N-acetyltransferase (nhoA),NHOA_SALTY,MC00035,Salmonella enterica,Salmonella enterica serovar Typhimurium YG1024,.,DR0002,2-aminofluorene,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,The Arylamine N-acetyltransferase (nhoA) activity is 27.5 nmol*min(-1)*[mg of protein](-1),.,N-Acetylation,involved in drug metabolism,Metabolic modification of 2-aminofluorene,.,.,.,.,"The protein Arylamine N-acetyltransferase (nhoA) of Salmonella enterica serovar Typhimurium YG1024 has been reported to metabolic modification of 2-aminofluorene, thereby affecting drug activity.",.
MD01998,.,.,.,.,.,MC00035,Salmonella enterica,Salmonella enterica subsp. enterica serovar Typhimurium,90371,DR0002,2-aminofluorene,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,Km values of 2-aminofluorene was 311,39 microM,.,involved in drug metabolism,Metabolic modification of 2-aminofluorene,.,.,.,.,"The Salmonella enterica subsp. enterica serovar Typhimurium has been reported to metabolic modification of 2-aminofluorene, thereby affecting drug activity.",.
MD02001,.,.,.,.,.,MC00035,Salmonella enterica,Salmonella entericaserovar Typhimurium TA1538,.,DR0002,2-aminofluorene,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,Km values of 2-aminofluorene was 404,56 microM,.,involved in drug metabolism,Metabolic modification of 2-aminofluorene,.,.,.,.,"The Salmonella entericaserovar Typhimurium TA1538 has been reported to metabolic modification of 2-aminofluorene, thereby affecting drug activity.",.
MD02002,.,.,.,.,.,MC00035,Salmonella enterica,Salmonella entericaserovar Typhimurium TA1538,.,DR0002,2-aminofluorene,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,Km values of 2-aminofluorene was 397,69 microM,.,involved in drug metabolism,Metabolic modification of 2-aminofluorene,.,.,.,.,"The Salmonella entericaserovar Typhimurium TA1538 has been reported to metabolic modification of 2-aminofluorene, thereby affecting drug activity.",.
MD02028,Arylamine N-acetyltransferase,P0048,NAT,Arylamine N-acetyltransferase (NAT),A0A1C3HAL9_SERMA,MC00046,Serratia marcescens,.,.,DR0002,2-aminofluorene,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,The Arylamine N-acetyltransferase (NAT) activity is 0.004 nmol*min(-1)*[mg of protein](-1),.,N-Acetylation,involved in drug metabolism,Metabolic modification of 2-aminofluorene,.,.,.,.,"The protein Arylamine N-acetyltransferase (NAT) of Serratia marcescens has been reported to metabolic modification of 2-aminofluorene, thereby affecting drug activity.",.
MD02031,.,.,.,.,.,MC00046,Serratia marcescens,.,.,DR0002,2-aminofluorene,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,Km values of 2-aminofluorene was 79,12 microM,.,involved in drug metabolism,Metabolic modification of 2-aminofluorene,.,.,.,.,"The Serratia marcescens has been reported to metabolic modification of 2-aminofluorene, thereby affecting drug activity.",.
MD02200,Arylamine N-acetyltransferase,P0013,NAT,Arylamine N-acetyltransferase (NAT),A0A3P8LE58_TSUPA,MC00047,Vibrio cholerae,.,.,DR0002,2-aminofluorene,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,The Arylamine N-acetyltransferase (NAT) activity is 0.001 nmol*min(-1)*[mg of protein](-1),.,N-Acetylation,involved in drug metabolism,Metabolic modification of 2-aminofluorene,.,.,.,.,"The protein Arylamine N-acetyltransferase (NAT) of Vibrio cholerae has been reported to metabolic modification of 2-aminofluorene, thereby affecting drug activity.",.
MD06502,.,.,.,.,.,MC00476,Blautia sp.,.,.,DR0803,"3,4-Dihydroxy-5-methoxybenzoic acid",Microbiome Metabolic Modification Drug,Directly,.,Gallic acid,370,MET0018,.,.,Dealkylation,involved in drug metabolism,"Metabolic modification of 3,4-Dihydroxy-5-methoxybenzoic acid",.,.,.,.,"The Blautia sp. has been reported to metabolic modification of 3,4-Dihydroxy-5-methoxybenzoic acid, converting it to Gallic acid.",.
MD06362,.,.,.,.,.,MC00040,Escherichia coli,.,.,DR0817,"3,4-Dinitrotoluene",Microbiome Metabolic Modification Drug,Directly,.,5-methyl-2-nitroaniline,11356,MET0087,.,.,Reduction,involved in drug metabolism,"Metabolic modification of 3,4-Dinitrotoluene",.,.,.,.,"The Escherichia coli has been reported to metabolic modification of 3,4-Dinitrotoluene, converting it to 5-methyl-2-nitroaniline.",.
MD06489,.,.,.,.,.,MC00476,Blautia sp.,.,.,DR0747,"3,5,7,3',4'-pentamethoxyflavone",Microbiome Metabolic Modification Drug,Directly,.,Quercetin,5280343,MET0192,.,.,Dealkylation,involved in drug metabolism,"Metabolic modification of 3,5,7,3',4'-pentamethoxyflavone",.,.,.,.,"The Blautia sp. has been reported to metabolic modification of 3,5,7,3',4'-pentamethoxyflavone, converting it to Quercetin.",.
MD06495,.,.,.,.,.,MC00476,Blautia sp.,.,.,DR0760,"3,5,7,4'-Tetramethoxyflavone",Microbiome Metabolic Modification Drug,Directly,.,Kaempferol,5280863,MET0200,.,.,Dealkylation,involved in drug metabolism,"Metabolic modification of 3,5,7,4'-Tetramethoxyflavone",.,.,.,.,"The Blautia sp. has been reported to metabolic modification of 3,5,7,4'-Tetramethoxyflavone, converting it to Kaempferol.",.
MD06503,.,.,.,.,.,MC00476,Blautia sp.,.,.,DR0818,"3,5,7-trimethoxyflavone",Microbiome Metabolic Modification Drug,Directly,.,Galangin,5281616,MET0207,.,.,Dealkylation,involved in drug metabolism,"Metabolic modification of 3,5,7-trimethoxyflavone",.,.,.,.,"The Blautia sp. has been reported to metabolic modification of 3,5,7-trimethoxyflavone, converting it to Galangin.",.
MD00146,Cytochrome P450 monooxygenase 51A,P0417,cyp51A,Cytochrome P450 monooxygenase 51A (cyp51A),CP51A_ASPFU,MC00048,Aspergillus fumigatus,.,.,DR0004,4 -desmethyllanosterol,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,Demethylating,involved in drug metabolism,Metabolic modification of 4 -desmethyllanosterol,.,.,.,.,"The protein Cytochrome P450 monooxygenase 51A (cyp51A) of Aspergillus fumigatus has been reported to metabolic modification of 4 -desmethyllanosterol, thereby affecting drug activity.",.
MD01976,Oxygen-insensitive NADPH nitroreductase B,P0053,nfsB,Oxygen-insensitive NADPH nitroreductase B (nfsB),NFSB_SALTY,MC00035,Salmonella enterica,.,.,DR0005,4(5)-nitroimidazoles,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,Reduction,involved in drug metabolism,Metabolic modification of 4(5)-nitroimidazoles,.,.,.,.,"The protein Oxygen-insensitive NADPH nitroreductase B (nfsB) of Salmonella enterica has been reported to metabolic modification of 4(5)-nitroimidazoles, thereby affecting drug activity.","The order of maximum mutagenic-activity was nitrofuran > 2-nitroimidazole > 5-nitroimidazole  4-nitroimidazole, which is very similar to the order of initial metabolic rate, i.e., the Pearson's correlation coefficient (r = 0.85) showed a correlation between metabolic rate and mutagenic-activity."
MD01977,Oxygen-insensitive NADPH nitroreductase A,P0054,nfsA,Oxygen-insensitive NADPH nitroreductase A (nfsA),NFSA_SALTY,MC00035,Salmonella enterica,.,.,DR0005,4(5)-nitroimidazoles,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,Reduction,involved in drug metabolism,Metabolic modification of 4(5)-nitroimidazoles,.,.,.,.,"The protein Oxygen-insensitive NADPH nitroreductase A (nfsA) of Salmonella enterica has been reported to metabolic modification of 4(5)-nitroimidazoles, thereby affecting drug activity.","The order of maximum mutagenic-activity was nitrofuran > 2-nitroimidazole > 5-nitroimidazole  4-nitroimidazole, which is very similar to the order of initial metabolic rate, i.e., the Pearson's correlation coefficient (r = 0.85) showed a correlation between metabolic rate and mutagenic-activity."
MD02174,Deazaflavin-dependent nitroreductase,P0493,ddn,Deazaflavin-dependent nitroreductase (ddn),DDN_MYCTU,MC00034,Mycobacterium tuberculosis,.,.,DR0005,4(5)-nitroimidazoles,Microbiome Metabolic Modification Drug,Directly,.,.,.,.,.,.,Reduction,involved in drug metabolism,Metabolic modification of 4(5)-nitroimidazoles,.,.,.,.,"The protein Deazaflavin-dependent nitroreductase (ddn) of Mycobacterium tuberculosis has been reported to metabolic modification of 4(5)-nitroimidazoles, thereby affecting drug activity.","DLM can be metabolized by TB bacilli, and the anti-TB activity of DLM and other nitroimidazoles is dependent on a deazaflavin-dependent nitroreductase (ddn; Rv3547)-mediated reduction"
MD06493,.,.,.,.,.,MC00476,Blautia sp.,.,.,DR0753,"4',5,7-Trimethoxyflavone",Microbiome Metabolic Modification Drug,Directly,.,Apigenin,5280443,MET0194,.,.,Dealkylation,involved in drug metabolism,"Metabolic modification of 4',5,7-Trimethoxyflavone",.,.,.,.,"The Blautia sp. has been reported to metabolic modification of 4',5,7-Trimethoxyflavone, converting it to Apigenin.",.
MD06494,.,.,.,.,.,MC00476,Blautia sp.,Blautia sp. MRG-PMF1,.,DR0753,"4',5,7-Trimethoxyflavone",Microbiome Metabolic Modification Drug,Directly,.,Apigenin,5280443,MET0194,.,.,.,involved in drug metabolism,"Metabolic modification of 4',5,7-Trimethoxyflavone",Fecal samples,Human,Healthy,"16S rRNA sequencing, HPLC analysis, ESI-MS analysis","The Blautia sp. MRG-PMF1 has been reported to metabolic modification of 4',5,7-Trimethoxyflavone, converting it to Apigenin.","Activity-guided screening for PMF-metabolizing intestinal bacteria under anaerobic conditions resulted in the isolation of a strict anaerobic bacterium, which was identified as Blautia sp. MRG-PMF1. The isolated MRGPMF1 was able to metabolize various PMFs to the corresponding demethylated flavones.The microbial conversion of bioactive 5,7-dimethoxyflavone (5,7-DMF) and 5,7,4-trimethoxyflavone (5,7,4-TMF) was studied in detail. 5,7-DMF and 5,7,4-TMF were completely metabolized to 5,7-dihydroxyflavone (chrysin) and 5,7,4-trihydroxyflavone (apigenin), respectively."
MD01314,Organic anion transporting polypeptide 2B1,.,SLCO2B1,Organic anion transporting polypeptide 2B1 (SLCO2B1),SO2B1_Human,MC00029,Host unspecified microbiota,.,.,DR0006,4'-5'-Dibromofluorescein,Microbiome Affects Drug Transport,Indirectly,Kidney,.,.,.,.,.,.,"attenuated inhibition of the host drug transporter SLCO2B1, affects the distribution of its drug in vivo.",Affecting 4'-5'-Dibromofluorescein absorption by influencing the host drug transporter SLCO2B1,BALB/c germ-free mice,Mice,Conventional mice compared with germ-free mice,.,"The metabolite 1,7-diamino-8-naphthol-3,6-disulphonic acid generated from the metabolism of d&c red no.33 by the host unspecified microbiota has been reported to affect 4'-5'-Dibromofluorescein absorption by reducing the ability of D&C Red No.33 to inhibit host drug transporters SLCO2B1.",.
MD01315,Organic anion transporting polypeptide 2B1,.,SLCO2B1,Organic anion transporting polypeptide 2B1 (SLCO2B1),SO2B1_Human,MC00029,Host unspecified microbiota,.,.,DR0006,4'-5'-Dibromofluorescein,Microbiome Affects Drug Transport,Indirectly,Kidney,.,.,.,.,.,.,"attenuated inhibition of the host drug transporter SLCO2B1, affects the distribution of its drug in vivo.",Affecting 4'-5'-Dibromofluorescein absorption by influencing the host drug transporter SLCO2B1,BALB/c germ-free mice,Mice,Conventional mice compared with germ-free mice,.,The metabolite 1-amino-2-naphthol-6-sulfonic acid generated from the metabolism of fd&c yellow no.6 by the host unspecified microbiota has been reported to affect 4'-5'-Dibromofluorescein absorption by reducing the ability of FD&C Yellow No.6 to inhibit host drug transporters SLCO2B1.,.
MD01318,Organic anion transporting polypeptide 2B1,.,SLCO2B1,Organic anion transporting polypeptide 2B1 (SLCO2B1),SO2B1_Human,MC00029,Host unspecified microbiota,.,.,DR0006,4'-5'-Dibromofluorescein,Microbiome Affects Drug Transport,Indirectly,Kidney,.,.,.,.,.,.,"attenuated inhibition of the host drug transporter SLCO2B1, affects the distribution of its drug in vivo.",Affecting 4'-5'-Dibromofluorescein absorption by influencing the host drug transporter SLCO2B1,BALB/c germ-free mice,Mice,Conventional mice compared with germ-free mice,.,"The metabolite 2,4-diaminoresorcinol generated from the metabolism of d&c brown no.1 by the host unspecified microbiota has been reported to affect 4'-5'-Dibromofluorescein absorption by reducing the ability of D&C Brown No.1 to inhibit host drug transporters SLCO2B1.",.
